country_id,date,cases,deaths,cases_14_100k,cases_100k
AD,5/10/2020,754,48,18.38,989.8
AD,5/11/2020,755,48,15.75,991.11
AD,5/12/2020,756,48,17.07,992.43
AD,5/13/2020,758,48,19.69,995.05
AD,5/14/2020,760,49,19.69,997.68
AD,5/15/2020,761,49,19.69,998.99
AD,5/16/2020,761,49,18.38,998.99
AD,5/17/2020,761,51,17.07,998.99
AD,5/18/2020,761,51,14.44,998.99
AD,5/19/2020,761,51,13.13,998.99
AD,5/20/2020,761,51,13.13,998.99
AD,5/21/2020,762,51,13.13,1000.3
AD,5/22/2020,762,51,13.13,1000.3
AD,5/23/2020,762,51,10.5,1000.3
AD,5/24/2020,762,51,9.19,1000.3
AD,5/25/2020,763,51,9.19,1001.61
AD,5/26/2020,763,51,6.56,1001.61
AD,5/27/2020,763,51,3.94,1001.61
AD,5/28/2020,763,51,2.63,1001.61
AD,5/29/2020,763,51,2.63,1001.61
AD,5/30/2020,764,51,3.94,1002.93
AD,5/31/2020,764,51,3.94,1002.93
AD,6/1/2020,764,51,3.94,1002.93
AD,6/2/2020,765,51,5.25,1004.24
AD,6/3/2020,844,51,107.64,1107.95
AD,6/4/2020,851,51,116.83,1117.14
AD,6/5/2020,852,51,118.15,1118.45
AD,6/6/2020,852,51,118.15,1118.45
AD,6/7/2020,852,51,116.83,1118.45
AD,6/8/2020,852,51,116.83,1118.45
AD,6/9/2020,852,51,116.83,1118.45
AD,6/10/2020,852,51,116.83,1118.45
AD,6/11/2020,852,51,116.83,1118.45
AD,6/12/2020,852,51,115.52,1118.45
AD,6/13/2020,853,51,116.83,1119.76
AD,6/14/2020,853,51,116.83,1119.76
AD,6/15/2020,853,51,115.52,1119.76
AD,6/16/2020,853,51,11.81,1119.76
AD,6/17/2020,854,52,3.94,1121.07
AD,6/18/2020,854,52,2.63,1121.07
AD,6/19/2020,855,52,3.94,1122.39
AD,6/20/2020,855,52,3.94,1122.39
AD,6/21/2020,855,52,3.94,1122.39
AD,6/22/2020,855,52,3.94,1122.39
AD,6/23/2020,855,52,3.94,1122.39
AD,6/24/2020,855,52,3.94,1122.39
AD,6/25/2020,855,52,3.94,1122.39
AD,6/26/2020,855,52,2.63,1122.39
AD,6/27/2020,855,52,2.63,1122.39
AD,6/28/2020,855,52,2.63,1122.39
AD,6/29/2020,855,52,2.63,1122.39
AD,6/30/2020,855,52,1.31,1122.39
AD,7/1/2020,855,52,1.31,1122.39
AD,7/2/2020,855,52,0,1122.39
AD,7/3/2020,855,52,0,1122.39
AD,7/4/2020,855,52,0,1122.39
AD,7/5/2020,855,52,0,1122.39
AD,7/6/2020,855,52,0,1122.39
AD,7/7/2020,855,52,0,1122.39
AD,7/8/2020,855,52,0,1122.39
AD,7/9/2020,855,52,0,1122.39
AD,7/10/2020,855,52,0,1122.39
AD,7/11/2020,855,52,0,1122.39
AD,7/12/2020,855,52,0,1122.39
AD,7/13/2020,855,52,0,1122.39
AD,7/14/2020,858,52,3.94,1126.32
AD,7/15/2020,861,52,7.88,1130.26
AD,7/16/2020,862,52,9.19,1131.58
AD,7/17/2020,877,52,28.88,1151.27
AD,7/18/2020,880,52,32.82,1155.2
AD,7/19/2020,880,52,32.82,1155.2
AD,7/20/2020,880,52,32.82,1155.2
AD,7/21/2020,884,52,38.07,1160.46
AD,7/22/2020,884,52,38.07,1160.46
AD,7/23/2020,889,52,44.63,1167.02
AD,7/24/2020,889,52,44.63,1167.02
AD,7/25/2020,889,52,44.63,1167.02
AD,7/26/2020,897,52,55.13,1177.52
AD,7/27/2020,897,52,51.2,1177.52
AD,7/28/2020,907,52,60.39,1190.65
AD,7/29/2020,907,52,59.07,1190.65
AD,7/30/2020,918,52,53.82,1205.09
AD,7/31/2020,922,52,55.13,1210.34
AD,8/1/2020,925,52,59.07,1214.28
AD,8/2/2020,925,52,59.07,1214.28
AD,8/3/2020,925,52,53.82,1214.28
AD,8/4/2020,937,52,69.57,1230.03
AD,8/5/2020,939,52,65.64,1232.66
AD,8/6/2020,939,52,65.64,1232.66
AD,8/7/2020,944,52,72.2,1239.22
AD,8/8/2020,955,52,76.14,1253.66
AD,8/9/2020,956,52,77.45,1254.97
AD,8/10/2020,956,52,64.32,1254.97
AD,8/11/2020,963,52,73.51,1264.16
AD,8/12/2020,963,52,59.07,1264.16
AD,8/13/2020,977,53,72.2,1282.54
AD,8/14/2020,981,53,73.51,1287.79
AD,8/15/2020,989,53,84.01,1298.29
AD,8/16/2020,989,53,84.01,1298.29
AD,8/17/2020,989,53,68.26,1298.29
AD,8/18/2020,1005,53,86.64,1319.3
AD,8/19/2020,1005,53,86.64,1319.3
AD,8/20/2020,1024,53,105.02,1344.24
AD,8/21/2020,1024,53,90.58,1344.24
AD,8/22/2020,1045,53,116.83,1371.81
AD,8/23/2020,1045,53,116.83,1371.81
AD,8/24/2020,1045,53,107.64,1371.81
AD,8/25/2020,1060,53,127.34,1391.5
AD,8/26/2020,1060,53,108.96,1391.5
AD,8/27/2020,1098,53,153.59,1441.38
AD,8/28/2020,1098,53,143.09,1441.38
AD,8/29/2020,1124,53,177.22,1475.51
AD,8/30/2020,1124,53,177.22,1475.51
AD,8/31/2020,1124,53,156.22,1475.51
AD,9/1/2020,1176,53,224.48,1543.77
AD,9/2/2020,1184,53,210.04,1554.27
AD,9/3/2020,1199,53,229.73,1573.97
AD,9/4/2020,1199,53,202.16,1573.97
AD,9/5/2020,1215,53,223.16,1594.97
AD,9/6/2020,1215,53,223.16,1594.97
AD,9/7/2020,1215,53,203.47,1594.97
AD,9/8/2020,1261,53,263.86,1655.36
AD,9/9/2020,1261,53,213.98,1655.36
AD,9/10/2020,1301,53,266.48,1707.86
AD,9/11/2020,1301,53,232.35,1707.86
AD,9/12/2020,1344,53,288.8,1764.31
AD,9/13/2020,1344,53,288.8,1764.31
AD,9/14/2020,1344,53,220.54,1764.31
AD,9/15/2020,1438,53,333.43,1887.71
AD,9/16/2020,1438,53,313.74,1887.71
AD,9/17/2020,1438,53,313.74,1887.71
AD,9/18/2020,1483,53,351.81,1946.78
AD,9/19/2020,1564,53,458.14,2053.11
AD,9/20/2020,1564,53,458.14,2053.11
AD,9/21/2020,1564,53,397.76,2053.11
AD,9/22/2020,1681,53,551.35,2206.7
AD,9/23/2020,1681,53,498.84,2206.7
AD,9/24/2020,1753,53,593.35,2301.22
AD,9/25/2020,1753,53,536.91,2301.22
AD,9/26/2020,1836,53,645.86,2410.18
AD,9/27/2020,1836,53,645.86,2410.18
AD,9/28/2020,1836,53,522.47,2410.18
AD,9/29/2020,1966,53,693.12,2580.83
AD,9/30/2020,1966,53,693.12,2580.83
AD,10/1/2020,2050,53,744.32,2691.1
AD,10/2/2020,2050,53,637.99,2691.1
AD,10/3/2020,2110,53,716.75,2769.86
AD,10/4/2020,2110,53,716.75,2769.86
AD,10/5/2020,2110,53,563.16,2769.86
AE,12/31/2019,0,0,0,0
AE,1/1/2020,0,0,0,0
AE,1/2/2020,0,0,0,0
AE,1/3/2020,0,0,0,0
AE,1/4/2020,0,0,0,0
AE,1/5/2020,0,0,0,0
AE,1/6/2020,0,0,0,0
AE,1/7/2020,0,0,0,0
AE,1/8/2020,0,0,0,0
AE,1/9/2020,0,0,0,0
AE,1/10/2020,0,0,0,0
AE,1/11/2020,0,0,0,0
AE,1/12/2020,0,0,0,0
AE,1/13/2020,0,0,0,0
AE,1/14/2020,0,0,0,0
AE,1/15/2020,0,0,0,0
AE,1/16/2020,0,0,0,0
AE,1/17/2020,0,0,0,0
AE,1/18/2020,0,0,0,0
AE,1/19/2020,0,0,0,0
AE,1/20/2020,0,0,0,0
AE,1/21/2020,0,0,0,0
AE,1/22/2020,0,0,0,0
AE,1/23/2020,0,0,0,0
AE,1/24/2020,0,0,0,0
AE,1/25/2020,0,0,0,0
AE,1/26/2020,0,0,0,0
AE,1/27/2020,1,0,0.01,0.01
AE,1/28/2020,1,0,0.01,0.01
AE,1/29/2020,1,0,0.01,0.01
AE,1/30/2020,4,0,0.04,0.04
AE,1/31/2020,4,0,0.04,0.04
AE,2/1/2020,4,0,0.04,0.04
AE,2/2/2020,5,0,0.05,0.05
AE,2/3/2020,5,0,0.05,0.05
AE,2/4/2020,5,0,0.05,0.05
AE,2/5/2020,5,0,0.05,0.05
AE,2/6/2020,5,0,0.05,0.05
AE,2/7/2020,5,0,0.05,0.05
AE,2/8/2020,7,0,0.07,0.07
AE,2/9/2020,7,0,0.06,0.07
AE,2/10/2020,7,0,0.06,0.07
AE,2/11/2020,8,0,0.07,0.08
AE,2/12/2020,8,0,0.04,0.08
AE,2/13/2020,8,0,0.04,0.08
AE,2/14/2020,8,0,0.04,0.08
AE,2/15/2020,8,0,0.03,0.08
AE,2/16/2020,8,0,0.03,0.08
AE,2/17/2020,9,0,0.04,0.09
AE,2/18/2020,9,0,0.04,0.09
AE,2/19/2020,9,0,0.04,0.09
AE,2/20/2020,9,0,0.04,0.09
AE,2/21/2020,9,0,0.02,0.09
AE,2/22/2020,11,0,0.04,0.11
AE,2/23/2020,13,0,0.06,0.13
AE,2/24/2020,13,0,0.05,0.13
AE,2/25/2020,13,0,0.05,0.13
AE,2/26/2020,13,0,0.05,0.13
AE,2/27/2020,13,0,0.05,0.13
AE,2/28/2020,19,0,0.11,0.19
AE,2/29/2020,21,0,0.13,0.21
AE,3/1/2020,21,0,0.12,0.21
AE,3/2/2020,21,0,0.12,0.21
AE,3/3/2020,21,0,0.12,0.21
AE,3/4/2020,27,0,0.18,0.28
AE,3/5/2020,27,0,0.18,0.28
AE,3/6/2020,29,0,0.18,0.3
AE,3/7/2020,29,0,0.16,0.3
AE,3/8/2020,45,0,0.33,0.46
AE,3/9/2020,45,0,0.33,0.46
AE,3/10/2020,59,0,0.47,0.6
AE,3/11/2020,74,0,0.62,0.76
AE,3/12/2020,74,0,0.56,0.76
AE,3/13/2020,85,0,0.66,0.87
AE,3/14/2020,85,0,0.66,0.87
AE,3/15/2020,86,0,0.67,0.88
AE,3/16/2020,98,0,0.79,1
AE,3/17/2020,98,0,0.73,1
AE,3/18/2020,113,0,0.88,1.16
AE,3/19/2020,113,0,0.86,1.16
AE,3/20/2020,140,0,1.14,1.43
AE,3/21/2020,140,0,0.97,1.43
AE,3/22/2020,153,2,1.11,1.57
AE,3/23/2020,153,2,0.96,1.57
AE,3/24/2020,198,2,1.27,2.03
AE,3/25/2020,248,2,1.78,2.54
AE,3/26/2020,333,2,2.54,3.41
AE,3/27/2020,333,2,2.54,3.41
AE,3/28/2020,405,2,3.26,4.15
AE,3/29/2020,468,2,3.79,4.79
AE,3/30/2020,570,3,4.83,5.83
AE,3/31/2020,611,5,5.1,6.25
AE,4/1/2020,664,6,5.64,6.8
AE,4/2/2020,814,8,6.9,8.33
AE,4/3/2020,1024,8,9.05,10.48
AE,4/4/2020,1264,9,11.37,12.94
AE,4/5/2020,1505,10,13.84,15.4
AE,4/6/2020,1783,10,16.22,18.25
AE,4/7/2020,2045,11,18.39,20.93
AE,4/8/2020,2313,12,20.27,23.67
AE,4/9/2020,2597,12,23.17,26.58
AE,4/10/2020,2910,14,25.64,29.78
AE,4/11/2020,3260,16,28.58,33.37
AE,4/12/2020,3616,20,31.18,37.01
AE,4/13/2020,3982,22,34.5,40.76
AE,4/14/2020,4359,25,37.82,44.61
AE,4/15/2020,4749,28,40.27,48.61
AE,4/16/2020,5158,33,42.31,52.79
AE,4/17/2020,5593,35,44.31,57.24
AE,4/18/2020,6045,37,46.47,61.87
AE,4/19/2020,6490,37,48.18,66.42
AE,4/20/2020,6943,41,50.13,71.06
AE,4/21/2020,7401,43,52.07,75.75
AE,4/22/2020,7865,46,53.92,80.5
AE,4/23/2020,8322,52,55.39,85.17
AE,4/24/2020,8812,56,56.82,90.19
AE,4/25/2020,9309,64,58.27,95.28
AE,4/26/2020,9813,71,59.68,100.43
AE,4/27/2020,10349,76,61.31,105.92
AE,4/28/2020,10839,82,62.33,110.94
AE,4/29/2020,11380,89,63.68,116.47
AE,4/30/2020,11929,98,64.85,122.09
AE,5/1/2020,12481,105,65.87,127.74
AE,5/2/2020,13038,111,67.02,133.44
AE,5/3/2020,13599,119,68.12,139.18
AE,5/4/2020,14163,126,69.21,144.96
AE,5/5/2020,14730,137,70.26,150.76
AE,5/6/2020,15192,146,70.31,155.49
AE,5/7/2020,15738,157,70.89,161.08
AE,5/8/2020,16240,165,70.94,166.21
AE,5/9/2020,16793,174,71.44,171.87
AE,5/10/2020,17417,185,72.34,178.26
AE,5/11/2020,18198,198,75.32,186.25
AE,5/12/2020,18878,201,76.74,193.21
AE,5/13/2020,19661,203,79.14,201.23
AE,5/14/2020,20386,206,80.91,208.65
AE,5/15/2020,21084,208,82.35,215.79
AE,5/16/2020,21831,210,84.25,223.44
AE,5/17/2020,22627,214,86.63,231.58
AE,5/18/2020,23358,220,88.31,239.07
AE,5/19/2020,24190,224,92.09,247.58
AE,5/20/2020,25063,227,95.44,256.52
AE,5/21/2020,26004,233,99.93,266.15
AE,5/22/2020,26898,237,103.42,275.3
AE,5/23/2020,27892,241,107.21,285.47
AE,5/24/2020,28704,244,107.53,293.78
AE,5/25/2020,29485,245,108.56,301.77
AE,5/26/2020,30307,248,108.96,310.19
AE,5/27/2020,31086,253,109.51,318.16
AE,5/28/2020,31969,255,111.41,327.2
AE,5/29/2020,32532,258,109.52,332.96
AE,5/30/2020,33170,260,107.91,339.49
AE,5/31/2020,33896,262,107.85,346.92
AE,6/1/2020,34557,264,106.1,353.69
AE,6/2/2020,35192,266,103.67,360.19
AE,6/3/2020,35788,269,100.14,366.29
AE,6/4/2020,36359,270,96.83,372.13
AE,6/5/2020,37018,273,93.4,378.87
AE,6/6/2020,37642,274,91.48,385.26
AE,6/7/2020,38268,275,89.89,391.67
AE,6/8/2020,38808,276,87.01,397.19
AE,6/9/2020,39376,281,84.85,403.01
AE,6/10/2020,39904,283,81.21,408.41
AE,6/11/2020,40507,284,81.62,414.58
AE,6/12/2020,40986,286,80,419.49
AE,6/13/2020,41499,287,77.82,424.74
AE,6/14/2020,41990,288,76.08,429.76
AE,6/15/2020,42294,289,72.69,432.87
AE,6/16/2020,42636,291,70.09,436.37
AE,6/17/2020,42982,293,67.79,439.91
AE,6/18/2020,43364,295,64.95,443.82
AE,6/19/2020,43752,298,62.54,447.8
AE,6/20/2020,44145,300,60.15,451.82
AE,6/21/2020,44533,301,58.59,455.79
AE,6/22/2020,44925,302,56.79,459.8
AE,6/23/2020,45303,303,55.26,463.67
AE,6/24/2020,45683,305,52.98,467.56
AE,6/25/2020,46133,307,52.68,472.16
AE,6/26/2020,46563,308,51.83,476.57
AE,6/27/2020,46973,310,51,480.76
AE,6/28/2020,47360,311,51.85,484.72
AE,6/29/2020,47797,313,52.82,489.2
AE,6/30/2020,48246,314,53.88,493.79
AE,7/1/2020,48667,315,54.28,498.1
AE,7/2/2020,49069,316,54.42,502.21
AE,7/3/2020,49469,317,54.49,506.31
AE,7/4/2020,50141,318,57.4,513.19
AE,7/5/2020,50857,321,60.71,520.51
AE,7/6/2020,51540,323,63.83,527.5
AE,7/7/2020,52068,324,65.35,532.91
AE,7/8/2020,52600,326,66.19,538.35
AE,7/9/2020,53045,327,66.34,542.91
AE,7/10/2020,53577,328,67.59,548.35
AE,7/11/2020,54050,330,68.47,553.19
AE,7/12/2020,54453,331,68.12,557.32
AE,7/13/2020,54854,333,67.63,561.42
AE,7/14/2020,55198,334,66.84,564.94
AE,7/15/2020,55573,335,66.57,568.78
AE,7/16/2020,55848,335,65.29,571.6
AE,7/17/2020,56129,335,61.29,574.47
AE,7/18/2020,56422,337,56.96,577.47
AE,7/19/2020,56711,338,52.92,580.43
AE,7/20/2020,56922,339,49.68,582.59
AE,7/21/2020,57193,340,47.01,585.36
AE,7/22/2020,57498,341,45.58,588.48
AE,7/23/2020,57734,342,42.55,590.9
AE,7/24/2020,57988,342,40.3,593.5
AE,7/25/2020,58249,343,38.85,596.17
AE,7/26/2020,58562,343,37.95,599.37
AE,7/27/2020,58913,344,38.02,602.97
AE,7/28/2020,59177,345,36.89,605.67
AE,7/29/2020,59546,347,37.85,609.45
AE,7/30/2020,59921,347,38.81,613.28
AE,7/31/2020,60506,351,41.8,619.27
AE,8/1/2020,60506,351,38.84,619.27
AE,8/2/2020,60760,351,39.28,621.87
AE,8/3/2020,60999,351,38.95,624.32
AE,8/4/2020,61163,351,37.51,625.99
AE,8/5/2020,61352,351,37.03,627.93
AE,8/6/2020,61606,353,37.03,630.53
AE,8/7/2020,61845,354,36.8,632.98
AE,8/8/2020,62061,356,35.81,635.19
AE,8/9/2020,62300,356,34.67,637.63
AE,8/10/2020,62525,357,34.27,639.93
AE,8/11/2020,62704,357,32.32,641.77
AE,8/12/2020,62966,357,31.17,644.45
AE,8/13/2020,63212,357,27.7,646.97
AE,8/14/2020,63489,358,30.53,649.8
AE,8/15/2020,63819,359,31.31,653.18
AE,8/16/2020,64102,361,31.76,656.08
AE,8/17/2020,64312,364,32.23,658.22
AE,8/18/2020,64541,364,32.64,660.57
AE,8/19/2020,64906,366,33.78,664.3
AE,8/20/2020,65341,367,35.78,668.76
AE,8/21/2020,65802,369,38.29,673.47
AE,8/22/2020,66193,370,39.84,677.48
AE,8/23/2020,66617,372,41.88,681.82
AE,8/24/2020,67007,375,44.04,685.81
AE,8/25/2020,67282,376,44.17,688.62
AE,8/26/2020,67621,377,45.13,692.09
AE,8/27/2020,68020,378,46.37,696.18
AE,8/28/2020,68511,378,48.02,701.2
AE,8/29/2020,68901,379,49.12,705.19
AE,8/30/2020,69328,379,51.34,709.56
AE,8/31/2020,69690,382,52.7,713.27
AE,9/1/2020,70231,384,54.5,718.8
AE,9/2/2020,70805,384,55.92,724.68
AE,9/3/2020,71540,387,58.73,732.2
AE,9/4/2020,72154,387,61.01,738.49
AE,9/5/2020,72766,387,62.93,744.75
AE,9/6/2020,73471,388,66.16,751.97
AE,9/7/2020,73984,388,68.59,757.22
AE,9/8/2020,74454,390,69.93,762.03
AE,9/9/2020,75098,391,72.44,768.62
AE,9/10/2020,75981,393,76.45,777.66
AE,9/11/2020,76911,398,81.98,787.17
AE,9/12/2020,77842,398,87.14,796.7
AE,9/13/2020,78849,399,93.74,807.01
AE,9/14/2020,79489,399,94.75,813.56
AE,9/15/2020,80266,399,96.83,821.51
AE,9/16/2020,80940,401,96.21,828.41
AE,9/17/2020,81782,402,98.54,837.03
AE,9/18/2020,82568,402,100.32,845.07
AE,9/19/2020,83433,403,101.96,853.93
AE,9/20/2020,84242,404,104.99,862.21
AE,9/21/2020,84916,404,107.08,869.1
AE,9/22/2020,85595,405,107.44,876.05
AE,9/23/2020,86447,405,107.12,884.77
AE,9/24/2020,87530,406,108.68,895.86
AE,9/25/2020,88532,407,109.41,906.11
AE,9/26/2020,89540,409,109.42,916.43
AE,9/27/2020,90618,411,113.9,927.46
AE,9/28/2020,91469,412,114.66,936.17
AE,9/29/2020,92095,413,114.17,942.58
AE,9/30/2020,93090,416,115.74,952.76
AE,10/1/2020,94190,419,118.95,964.02
AE,10/2/2020,95348,421,121.95,975.87
AE,10/3/2020,96529,424,125.76,987.96
AE,10/4/2020,97760,426,131.46,1000.56
AE,10/5/2020,98801,426,135.16,1011.21
AF,12/31/2019,0,0,0,0
AF,1/1/2020,0,0,0,0
AF,1/2/2020,0,0,0,0
AF,1/3/2020,0,0,0,0
AF,1/4/2020,0,0,0,0
AF,1/5/2020,0,0,0,0
AF,1/6/2020,0,0,0,0
AF,1/7/2020,0,0,0,0
AF,1/8/2020,0,0,0,0
AF,1/9/2020,0,0,0,0
AF,1/10/2020,0,0,0,0
AF,1/11/2020,0,0,0,0
AF,1/12/2020,0,0,0,0
AF,1/13/2020,0,0,0,0
AF,1/14/2020,0,0,0,0
AF,1/15/2020,0,0,0,0
AF,1/16/2020,0,0,0,0
AF,1/17/2020,0,0,0,0
AF,1/18/2020,0,0,0,0
AF,1/19/2020,0,0,0,0
AF,1/20/2020,0,0,0,0
AF,1/21/2020,0,0,0,0
AF,1/22/2020,0,0,0,0
AF,1/23/2020,0,0,0,0
AF,1/24/2020,0,0,0,0
AF,1/25/2020,0,0,0,0
AF,1/26/2020,0,0,0,0
AF,1/27/2020,0,0,0,0
AF,1/28/2020,0,0,0,0
AF,1/29/2020,0,0,0,0
AF,1/30/2020,0,0,0,0
AF,1/31/2020,0,0,0,0
AF,2/1/2020,0,0,0,0
AF,2/2/2020,0,0,0,0
AF,2/3/2020,0,0,0,0
AF,2/4/2020,0,0,0,0
AF,2/5/2020,0,0,0,0
AF,2/6/2020,0,0,0,0
AF,2/7/2020,0,0,0,0
AF,2/8/2020,0,0,0,0
AF,2/9/2020,0,0,0,0
AF,2/10/2020,0,0,0,0
AF,2/11/2020,0,0,0,0
AF,2/12/2020,0,0,0,0
AF,2/13/2020,0,0,0,0
AF,2/14/2020,0,0,0,0
AF,2/15/2020,0,0,0,0
AF,2/16/2020,0,0,0,0
AF,2/17/2020,0,0,0,0
AF,2/18/2020,0,0,0,0
AF,2/19/2020,0,0,0,0
AF,2/20/2020,0,0,0,0
AF,2/21/2020,0,0,0,0
AF,2/22/2020,0,0,0,0
AF,2/23/2020,0,0,0,0
AF,2/24/2020,0,0,0,0
AF,2/25/2020,1,0,0,0
AF,2/26/2020,1,0,0,0
AF,2/27/2020,1,0,0,0
AF,2/28/2020,1,0,0,0
AF,2/29/2020,1,0,0,0
AF,3/1/2020,1,0,0,0
AF,3/2/2020,1,0,0,0
AF,3/3/2020,1,0,0,0
AF,3/4/2020,1,0,0,0
AF,3/5/2020,1,0,0,0
AF,3/6/2020,1,0,0,0
AF,3/7/2020,1,0,0,0
AF,3/8/2020,4,0,0.01,0.01
AF,3/9/2020,4,0,0.01,0.01
AF,3/10/2020,4,0,0.01,0.01
AF,3/11/2020,7,0,0.02,0.02
AF,3/12/2020,7,0,0.02,0.02
AF,3/13/2020,7,0,0.02,0.02
AF,3/14/2020,7,0,0.02,0.02
AF,3/15/2020,10,0,0.02,0.03
AF,3/16/2020,16,0,0.04,0.04
AF,3/17/2020,21,0,0.05,0.06
AF,3/18/2020,22,0,0.06,0.06
AF,3/19/2020,22,0,0.06,0.06
AF,3/20/2020,22,0,0.06,0.06
AF,3/21/2020,24,0,0.05,0.06
AF,3/22/2020,24,0,0.05,0.06
AF,3/23/2020,34,0,0.08,0.09
AF,3/24/2020,40,1,0.09,0.11
AF,3/25/2020,42,1,0.09,0.11
AF,3/26/2020,75,1,0.18,0.2
